,MainBranch,Age,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,TechList,Country,Currency,Salary,AISelect,AISent,AIBen,WorkExp,Industry
71150,0,1,1,6,11,7,16,1,2,1,30,24,67000.0,2,0,4,7.0,9
71151,0,2,0,1,19,15,12,5,0,1,177,131,135000.0,0,6,5,15.0,4
71152,0,1,2,1,5,2,15,2,1,3,37,131,18000.0,2,1,2,2.0,2
71161,0,2,2,1,3,0,15,4,2,0,30,24,65000.0,1,0,4,1.0,4
71163,0,0,2,1,7,4,11,2,1,3,6,131,90000.0,1,0,3,5.0,10
71167,0,2,0,1,13,8,21,0,1,3,177,131,150000.0,0,6,5,8.0,1
71169,0,1,2,1,10,6,19,0,2,0,177,131,230000.0,2,4,4,10.0,12
71174,0,2,2,2,27,21,30,4,0,1,177,131,210000.0,2,4,1,21.0,12
71176,0,0,2,5,1,1,14,1,2,1,23,19,72000.0,0,6,5,1.0,12
71182,0,1,2,5,21,12,30,4,0,2,177,131,50000.0,1,0,2,15.0,4
71183,0,1,0,1,8,4,11,0,1,3,177,131,150000.0,2,4,3,4.0,9
71186,0,1,2,1,5,3,14,5,1,3,58,41,40000.0,0,6,5,3.0,4
71187,0,1,2,1,8,2,1,3,1,3,177,131,65000.0,1,0,0,2.0,4
71191,0,1,0,1,19,4,3,0,2,1,30,24,71000.0,1,0,3,4.0,5
71192,0,0,2,3,8,3,15,1,1,3,177,131,125000.0,2,4,4,2.0,1
71194,0,1,1,2,10,0,1,5,1,3,34,28,250000.0,2,0,4,1.0,12
71199,0,0,2,6,10,0,15,5,1,3,23,19,38400.0,0,6,5,0.0,1
71200,0,1,2,4,10,7,21,8,0,1,177,131,415000.0,0,6,5,9.0,9
71201,0,2,0,2,2,1,14,1,1,3,177,131,48600.0,2,3,4,1.0,0
71203,0,0,0,1,5,2,15,2,2,1,8,7,106000.0,0,6,5,2.0,4
71204,0,2,0,5,20,16,30,5,0,1,99,91,300000.0,1,1,2,16.0,1
71207,0,1,2,1,14,6,15,1,1,3,8,7,156000.0,2,0,4,5.0,4
71210,0,2,0,1,11,9,17,0,0,1,162,127,3000000.0,2,0,4,11.0,4
71214,0,0,2,6,5,4,15,1,0,1,177,131,135000.0,2,0,4,4.0,9
71216,0,2,2,1,13,12,30,5,0,1,152,141,1248000.0,2,4,4,13.0,2
71217,0,0,1,1,4,2,11,5,1,3,181,135,220000000.0,2,4,2,2.0,7
71219,0,4,0,2,41,37,13,2,1,3,177,131,320000.0,0,6,5,37.0,4
71220,0,3,2,1,31,26,11,0,1,3,30,24,280000.0,0,6,5,26.0,4
71221,0,2,2,0,12,9,17,7,1,3,177,131,155000.0,2,4,1,9.0,4
71230,0,4,2,0,37,33,15,3,2,1,30,24,140.0,1,0,3,37.0,1
71231,0,0,1,1,3,0,12,0,2,1,8,7,80000.0,2,0,2,0.0,4
71234,0,2,0,6,10,6,21,2,0,2,8,7,250000.0,1,0,4,25.0,12
71239,0,1,2,0,14,8,12,7,2,1,177,131,180000.0,0,6,5,9.0,9
71240,0,2,0,4,24,6,4,0,2,1,177,131,240000.0,0,6,5,6.0,0
71242,0,1,2,4,1,1,24,1,1,3,177,131,180000.0,1,0,3,1.0,9
71244,0,2,2,1,9,8,11,3,2,1,177,131,195000.0,0,6,5,15.0,4
71245,0,1,2,1,7,3,15,3,2,1,49,131,30000.0,1,4,3,3.0,1
71246,0,0,0,1,4,2,15,5,1,3,177,131,90000.0,2,0,2,2.0,12
71248,0,1,2,5,6,6,15,0,1,3,175,44,100000.0,1,1,2,6.0,12
71249,0,1,0,1,10,6,11,5,2,1,99,91,72000.0,2,0,2,7.0,1
71250,0,2,2,1,28,23,11,3,2,1,30,24,133000.0,1,1,2,25.0,9
71252,2,2,1,0,20,5,12,4,1,3,34,28,100000.0,1,3,2,20.0,3
71255,0,1,2,2,15,11,8,2,1,3,177,131,315000.0,1,1,3,11.0,4
71256,0,2,2,6,20,11,15,5,0,2,177,131,141000.0,2,4,4,12.0,9
71257,0,2,2,2,16,10,11,2,2,0,72,57,3072000.0,1,0,4,10.0,4
71258,0,2,2,1,12,11,11,0,1,3,177,131,160000.0,2,4,2,18.0,4
71261,0,2,2,1,17,15,15,0,2,1,177,131,220000.0,0,6,5,15.0,4
71267,0,1,2,1,11,10,16,3,1,3,177,131,147000.0,1,1,3,10.0,2
71271,0,2,2,1,14,12,30,4,0,1,177,131,270000.0,0,6,5,12.0,12
71276,0,0,1,5,10,4,3,5,0,1,177,131,200000.0,1,0,3,4.0,1
71278,0,1,2,0,14,11,15,1,2,1,177,131,175000.0,0,6,5,11.0,4
71280,0,1,2,2,19,10,11,7,1,3,30,24,188000.0,2,4,4,10.0,4
71283,0,3,2,1,16,12,15,5,1,3,177,131,109000.0,0,6,5,12.0,4
71284,0,2,2,0,24,21,7,3,0,1,177,131,310000.0,2,0,3,21.0,2
71286,0,2,2,1,25,16,15,4,0,1,177,131,200000.0,2,0,2,16.0,4
71287,0,4,1,2,35,28,10,0,1,3,177,131,110000.0,0,6,5,28.0,7
71289,2,2,1,5,17,17,28,0,0,1,73,54,130000000.0,2,4,4,21.0,7
71290,0,4,2,2,42,36,24,6,2,1,177,131,250000.0,2,4,4,42.0,4
71304,0,2,1,1,25,23,15,1,0,1,177,131,220000.0,2,1,3,20.0,4
71305,0,1,2,5,10,8,7,3,0,1,177,131,200000.0,2,4,2,8.0,12
71308,0,0,0,1,4,0,15,1,1,3,116,98,65000.0,2,0,2,1.0,12
71312,0,4,0,6,39,34,12,0,1,3,116,98,128000.0,0,6,5,38.0,4
71317,0,1,0,6,10,9,15,5,0,1,177,131,155000.0,1,0,3,10.0,2
71319,0,3,2,1,30,25,24,2,2,1,177,131,250000.0,2,4,4,25.0,5
71321,0,1,2,6,13,7,15,5,2,1,84,131,30000.0,2,0,2,7.0,4
71327,0,2,2,2,14,12,19,0,2,1,177,131,97000.0,0,6,5,21.0,7
71331,0,1,2,5,13,8,2,2,1,3,8,7,270000.0,2,0,4,13.0,4
71335,0,1,2,1,11,8,11,3,2,1,177,131,183000.0,1,3,3,10.0,12
71339,0,2,0,1,6,6,15,0,2,1,177,131,120000.0,2,4,2,6.0,1
71341,0,2,2,1,12,7,21,3,0,1,177,131,150000.0,1,1,2,7.0,4
71344,0,2,0,6,28,21,15,2,1,3,177,131,315000.0,1,0,4,21.0,4
71348,0,1,0,1,10,5,15,7,2,1,177,131,92500.0,0,6,5,5.0,6
71357,0,2,2,0,20,20,15,0,2,1,177,131,140000.0,1,0,2,21.0,4
71358,0,1,0,2,11,5,15,6,1,3,30,24,90000.0,2,4,2,5.0,3
71360,0,1,2,5,7,6,17,3,1,3,72,57,2000000.0,0,6,5,7.0,1
71364,0,1,1,2,10,6,12,5,2,0,162,127,1000000.0,1,1,4,7.0,4
71368,0,2,0,1,25,20,24,3,0,1,30,24,170000.0,1,1,3,20.0,12
71369,0,2,0,2,10,12,15,4,0,1,30,24,25000.0,2,0,2,12.0,4
71373,0,1,0,1,10,4,15,5,0,1,72,57,2400000.0,2,0,2,4.0,1
71378,0,1,0,2,15,1,11,2,1,3,177,131,170000.0,1,1,3,1.0,4
71379,0,2,2,5,18,18,11,3,2,1,177,131,195000.0,0,6,5,18.0,0
71381,0,1,0,1,14,9,11,3,2,1,30,24,90000.0,1,5,3,9.0,1
71382,0,1,1,5,10,4,15,3,2,0,177,131,140000.0,2,0,2,4.0,1
71385,0,3,1,6,26,24,24,5,0,1,177,131,180000.0,2,4,4,27.0,2
71387,0,0,0,1,3,1,15,1,2,1,23,19,72000.0,2,0,3,3.0,2
71389,0,1,1,1,3,0,11,4,1,3,119,94,600000.0,1,0,2,1.0,4
71395,0,2,2,6,12,12,15,7,1,3,30,24,172300.0,2,1,3,12.0,4
71399,0,1,2,1,11,5,15,6,2,1,177,131,86400.0,2,0,4,5.0,7
71400,0,1,0,1,14,6,15,3,2,1,177,131,90000.0,2,0,4,6.0,12
71402,0,2,0,1,35,16,17,4,2,1,8,7,110000.0,0,6,5,16.0,12
71405,0,0,2,1,7,1,29,2,1,3,177,131,91000.0,1,0,3,1.0,1
71407,0,1,2,1,9,8,15,7,2,1,177,131,225000.0,2,4,4,10.0,1
71409,0,0,0,1,7,3,7,2,1,3,177,131,110000.0,1,1,0,3.0,4
71410,0,1,0,1,13,9,15,5,2,1,72,57,2400000.0,2,4,4,9.0,12
71411,0,1,2,2,16,5,4,0,2,1,81,64,6000000.0,1,1,0,5.0,12
71412,0,1,2,1,19,13,11,5,0,1,177,131,205000.0,2,2,0,13.0,4
71418,0,2,2,2,10,8,15,2,1,3,177,131,88000.0,1,1,2,17.0,2
71420,0,1,1,1,10,6,11,3,2,1,72,57,1800000.0,1,1,2,5.0,1
71421,0,1,2,6,12,8,12,7,1,3,23,19,140000.0,0,6,5,8.0,1
71422,0,3,2,2,35,25,30,4,0,1,177,131,210000.0,2,0,4,25.0,10
71425,0,1,0,1,2,2,24,5,0,1,8,7,100000.0,2,2,0,2.0,12
71430,0,4,2,1,30,30,15,3,2,1,177,131,128000.0,1,3,3,30.0,12
71432,0,3,0,0,11,10,15,0,2,1,177,131,112000.0,2,1,3,23.0,2
71435,0,1,2,2,12,8,11,3,1,3,6,6,40000.0,0,6,5,8.0,9
71436,0,2,0,6,24,20,21,1,0,1,177,131,220000.0,2,4,0,25.0,4
71438,0,1,0,2,10,5,12,7,1,3,59,41,6800.0,0,6,5,10.0,7
71439,0,1,0,5,15,7,16,6,2,1,30,24,115000.0,1,2,0,7.0,4
71441,2,1,1,4,10,4,4,3,2,1,177,131,230000.0,2,0,4,5.0,9
71442,0,1,0,1,15,12,15,1,0,1,23,19,125000.0,2,4,2,0.0,9
71446,0,1,2,4,12,7,27,4,2,1,124,131,1500.0,1,4,4,12.0,12
71450,0,4,2,1,40,35,4,0,0,1,30,131,1200000.0,2,4,2,35.0,12
71453,0,1,2,2,6,4,19,2,1,3,177,131,120000.0,0,6,5,4.0,9
71458,0,3,2,0,15,12,15,4,2,1,30,24,130000.0,2,0,4,12.0,7
71461,0,1,1,1,4,3,14,5,2,0,99,91,37200.0,2,0,4,3.0,4
71462,0,1,1,1,10,8,27,1,0,1,8,7,150000.0,2,0,2,9.0,2
71463,0,1,0,1,10,6,15,5,1,3,13,12,598000.0,1,0,2,6.0,4
71464,0,1,1,2,3,1,14,1,1,3,177,131,61200.0,0,6,5,1.0,12
71465,0,0,2,2,6,1,15,4,0,1,72,57,3000000.0,2,0,3,5.0,1
71466,0,1,2,1,16,14,15,5,1,3,23,19,120000.0,0,6,5,14.0,10
71467,2,3,2,4,15,15,27,3,2,1,177,131,150000.0,2,0,4,18.0,12
71469,0,1,0,1,14,10,29,3,2,1,116,98,180000.0,0,6,5,7.0,1
71472,0,1,1,1,3,1,15,1,2,1,177,131,54000.0,2,0,3,7.0,4
71474,0,2,0,1,17,13,11,0,2,0,177,131,265000.0,0,6,5,13.0,4
71477,2,0,0,1,1,0,4,2,1,3,8,7,77000.0,0,6,5,1.0,1
71479,0,1,2,1,14,8,2,8,2,1,177,131,250000.0,0,6,5,8.0,4
71484,0,2,0,1,13,10,12,7,1,3,116,98,82000.0,1,4,0,10.0,5
71485,0,2,0,2,30,21,14,5,2,1,8,7,140000.0,2,0,2,26.0,12
71491,0,0,0,4,7,4,24,5,0,1,35,29,93000000.0,2,4,4,4.0,4
71498,0,0,2,1,6,2,11,5,1,3,83,7,36000.0,1,0,3,2.0,5
71499,0,2,1,0,8,4,15,3,1,3,73,54,13000000.0,1,3,1,9.0,2
71501,0,1,0,1,12,4,15,0,1,3,164,120,2000000.0,2,4,4,6.0,12
71509,0,3,2,2,34,23,30,4,0,1,8,7,160000.0,0,6,5,25.0,4
71512,0,1,0,0,20,12,14,0,2,3,159,112,719209.0,2,4,4,12.0,2
71513,0,0,2,7,5,4,7,5,0,1,155,75,1300000.0,2,4,2,5.0,4
71517,0,3,0,2,32,23,11,6,2,1,159,112,720000.0,0,6,5,23.0,10
71520,0,1,2,1,9,6,11,5,1,3,117,95,48000.0,2,4,4,6.0,4
71521,0,1,2,1,10,4,19,3,2,0,117,131,90480.0,1,1,4,4.0,4
71524,0,1,0,2,10,1,12,10,1,3,72,57,2300000.0,2,6,5,1.0,12
71527,0,0,1,0,1,0,3,3,0,1,124,102,350000.0,2,4,1,1.0,12
71528,0,0,1,2,7,2,27,0,2,1,81,64,8000000.0,2,0,4,2.0,9
71531,0,1,2,6,16,12,14,3,2,1,30,24,160000.0,2,4,2,12.0,1
71533,0,2,2,2,10,8,11,3,1,3,177,131,135000.0,1,2,3,8.0,4
71541,0,1,0,2,14,7,13,5,2,1,81,64,6000000.0,0,6,5,7.0,9
71543,0,1,1,1,12,10,15,0,2,0,34,28,956000.0,2,0,4,10.0,4
71548,0,1,0,1,9,5,15,6,1,3,159,112,720000.0,1,0,4,5.0,10
71552,2,3,0,1,36,12,3,3,2,1,8,7,120000.0,0,6,5,26.0,12
71554,0,1,2,1,2,2,15,1,0,1,164,120,500000.0,2,1,2,2.0,4
71556,0,2,0,5,20,18,12,7,2,1,56,41,52000.0,0,6,5,20.0,10
71558,0,1,0,1,15,7,11,0,1,3,177,131,185000.0,2,0,2,7.0,0
71559,0,2,0,1,16,13,11,3,2,1,59,41,58000.0,2,1,3,16.0,4
71561,0,2,0,6,13,11,15,2,1,3,160,26,120000.0,2,4,4,13.0,1
71563,0,1,0,2,8,8,15,0,2,1,122,96,670000.0,0,6,5,3.0,4
71567,0,1,1,1,12,9,21,4,0,0,72,57,2400000.0,2,4,2,9.0,12
71569,0,1,2,2,12,6,4,0,2,1,35,29,200000000.0,2,1,3,8.0,7
71570,0,0,1,5,8,3,15,1,0,1,59,41,24000.0,2,4,2,8.0,4
71571,0,1,0,2,10,6,15,4,2,1,72,57,1900000.0,2,0,4,5.0,7
71572,0,2,2,1,15,14,15,4,0,1,30,24,130000.0,1,4,2,15.0,1
71575,0,1,0,1,10,5,30,5,0,1,177,131,140000.0,2,0,3,7.0,12
71580,0,0,0,1,4,5,15,5,2,1,74,59,240000000.0,2,4,4,4.0,1
71584,0,1,1,1,14,10,15,3,2,0,164,120,790000.0,1,0,4,12.0,7
71585,0,2,2,1,17,13,15,1,0,1,73,54,600000000.0,2,4,2,13.0,4
71588,0,0,2,1,9,5,15,2,1,3,72,57,150000.0,2,0,3,5.0,4
71593,0,1,0,1,7,3,15,1,1,3,130,101,25000.0,2,4,4,3.0,4
71594,0,1,1,1,9,6,17,3,2,1,59,41,60600.0,2,4,2,6.0,4
71596,0,1,0,1,13,9,15,0,1,3,72,57,2000000.0,1,0,4,10.0,7
71598,0,2,0,2,23,14,21,2,2,0,160,26,140000.0,1,0,3,14.0,7
71601,0,1,2,1,10,5,14,4,2,1,72,57,1800000.0,2,4,1,5.0,4
71604,0,1,2,1,11,7,11,3,2,1,8,7,300000.0,0,6,5,7.0,1
71605,0,2,0,1,25,17,14,7,2,1,59,41,65000.0,0,6,5,17.0,12
71606,0,2,2,2,20,10,14,5,1,3,8,7,150000.0,1,4,2,10.0,10
71608,0,2,0,2,29,24,15,5,0,1,59,41,92000.0,0,6,5,24.0,4
71614,0,1,0,2,11,6,11,1,2,1,160,26,68400.0,0,6,5,6.0,1
71615,0,1,0,1,13,10,14,2,2,2,30,24,240000.0,2,1,3,11.0,4
71616,0,1,1,0,8,3,15,5,2,1,177,131,45000.0,2,4,4,3.0,7
71618,0,2,0,1,36,19,11,3,1,3,175,44,75000.0,0,6,5,17.0,4
71622,0,1,0,0,22,12,14,3,2,1,45,35,135000.0,0,6,5,12.0,7
71628,0,2,0,1,19,17,15,5,0,1,160,26,117000.0,2,0,2,17.0,4
71629,0,0,0,1,8,3,15,3,2,1,8,7,105000.0,0,6,5,3.0,7
71631,0,0,2,0,7,3,12,3,1,3,59,41,36000.0,0,6,5,3.0,4
71632,0,1,2,2,6,2,15,1,1,3,2,37,540000.0,2,4,4,4.0,9
71637,0,1,1,2,2,2,12,5,2,1,137,108,1500000.0,0,6,5,7.0,9
71638,0,2,1,1,18,15,12,3,0,0,34,28,300000.0,2,5,3,15.0,7
71640,0,1,0,2,8,4,11,0,0,1,122,96,1200000.0,0,6,5,5.0,12
71643,0,0,2,2,5,3,14,7,1,3,72,57,2400000.0,1,1,4,3.0,4
71645,0,0,1,2,6,2,15,5,1,3,124,102,30000.0,2,3,2,2.0,4
71646,0,3,2,0,22,18,11,2,1,3,35,29,156000000.0,0,6,5,22.0,4
71654,0,1,1,1,3,2,15,1,2,2,13,12,360000.0,1,0,2,2.0,12
71657,0,1,0,1,12,5,11,5,2,1,175,44,65920.0,0,6,5,5.0,2
71658,0,1,0,1,13,16,11,5,0,1,160,26,100000.0,2,1,3,8.0,4
71659,0,0,0,1,8,5,11,8,2,1,74,59,1500000000.0,1,0,2,8.0,4
71660,0,2,0,6,23,13,27,5,2,1,115,41,44928.0,0,6,5,11.0,4
71662,0,2,1,6,5,4,3,2,0,1,177,131,65000.0,0,6,5,9.0,10
71663,0,1,2,1,5,2,11,6,1,3,177,131,82000.0,1,1,2,2.0,1
71664,0,1,2,1,16,12,15,4,2,1,72,57,2500000.0,1,0,4,12.0,4
71665,0,2,0,2,26,11,11,7,2,1,55,41,65000.0,2,2,3,11.0,4
71670,0,3,0,1,32,21,9,2,1,3,177,131,90000.0,1,0,4,30.0,2
71675,0,2,0,6,20,18,15,3,1,3,177,131,110000.0,2,0,4,21.0,4
71676,0,1,0,2,4,2,11,3,1,3,122,96,850000.0,1,0,2,6.0,1
71681,0,1,1,1,12,7,15,1,2,1,170,125,360000.0,0,6,5,8.0,4
71686,0,2,0,2,15,15,12,7,1,3,72,57,700000.0,0,6,5,15.0,4
71689,0,2,0,1,29,16,15,2,2,2,72,57,20000000.0,2,0,3,16.0,10
71690,0,3,0,4,30,22,12,5,2,1,160,26,80000.0,0,6,5,22.0,1
71698,0,1,2,4,6,6,19,0,0,1,49,131,32000.0,2,4,4,6.0,12
71703,0,4,0,2,20,10,15,5,1,3,160,26,110000.0,2,0,2,10.0,9
71705,0,2,1,2,20,11,15,0,1,3,122,96,900000.0,2,1,0,10.0,12
71706,2,1,1,1,10,6,10,0,2,1,72,57,1000000.0,2,0,2,6.0,4
71707,2,1,0,1,12,10,24,2,2,1,106,90,1000000.0,2,0,4,12.0,4
71708,0,2,1,1,20,16,15,6,1,3,162,127,1400000.0,2,4,2,20.0,10
71710,0,1,1,6,15,1,12,1,1,3,177,131,42000.0,0,6,5,1.0,4
71711,0,0,0,2,10,3,11,2,1,3,177,131,220000.0,0,6,5,3.0,4
71714,0,0,1,1,7,2,14,0,1,3,72,57,2100000.0,2,5,2,2.0,1
71715,0,0,0,1,8,1,15,2,1,3,177,131,130000.0,1,0,4,2.0,1
71716,0,0,2,1,6,4,15,4,2,1,130,101,960000.0,1,0,2,4.0,4
71720,0,1,1,1,6,5,15,7,1,3,72,57,1600000.0,1,4,1,5.0,12
71725,0,2,1,1,23,17,27,7,0,1,154,41,54000.0,1,0,4,17.0,1
71726,0,0,0,2,6,2,11,3,2,1,56,41,36000.0,1,0,2,3.0,12
71731,0,1,0,2,13,10,14,2,1,3,72,57,4500000.0,0,6,5,9.0,4
71732,0,5,1,1,40,40,15,4,0,1,8,7,150000.0,1,1,3,40.0,4
71734,0,0,0,1,4,2,14,6,1,3,177,131,170000.0,2,4,4,2.0,4
71736,0,2,2,1,20,19,2,1,2,1,132,41,90000.0,0,6,5,19.0,12
71738,0,1,1,6,2,2,11,5,1,3,34,28,130000.0,2,0,4,2.0,7
71742,0,0,1,2,8,0,24,4,0,1,177,131,115000.0,2,4,2,1.0,2
71743,0,1,2,6,13,4,14,1,0,1,72,57,1580000.0,2,4,4,4.0,4
71745,0,1,2,6,15,10,1,7,1,3,152,141,2000000.0,2,0,2,10.0,1
71747,0,1,1,1,6,2,15,7,1,3,124,102,1092000.0,1,2,3,2.0,12
71751,0,2,2,1,14,11,15,3,2,1,81,64,7440000.0,2,4,4,11.0,4
71752,0,1,1,1,12,4,15,5,2,0,72,57,1500000.0,1,4,2,4.0,4
71756,0,1,0,1,17,12,14,0,1,3,41,33,1000000.0,0,6,5,12.0,12
71763,0,1,1,6,10,9,11,4,2,1,9,41,45000.0,1,0,2,9.0,7
71765,2,1,0,1,8,5,26,3,2,1,79,41,30000.0,2,4,4,5.0,12
71766,2,3,0,6,33,25,26,3,2,1,59,41,70000.0,1,1,3,25.0,3
71768,2,1,2,1,10,7,10,3,1,3,174,0,600000.0,2,0,2,11.0,4
71771,0,2,2,2,13,10,17,6,2,0,59,41,120000.0,1,2,0,10.0,12
71773,0,2,2,1,12,9,11,5,0,1,177,131,125000.0,0,6,5,9.0,12
71776,0,3,0,5,18,13,15,5,2,1,59,41,52000.0,0,6,5,13.0,9
71777,0,2,0,1,23,15,21,7,0,1,59,41,120000.0,2,0,2,15.0,12
71779,0,1,0,2,12,7,15,5,1,3,74,131,1000.0,2,4,4,12.0,1
71781,0,2,1,2,16,10,14,2,1,3,160,26,140000.0,0,6,5,10.0,4
71782,0,2,2,2,4,3,10,6,1,3,173,129,1300000.0,2,4,4,18.0,4
71784,0,2,2,1,4,3,15,0,2,1,131,103,113000.0,1,0,4,3.0,7
71787,0,1,0,0,2,2,10,5,2,1,154,41,24000.0,2,0,4,2.0,9
71788,0,2,0,1,15,10,15,3,1,3,78,131,120000.0,2,4,4,9.0,4
71792,0,3,0,2,20,0,11,2,2,0,132,41,55000.0,0,6,5,23.0,4
71793,0,1,0,1,12,9,15,2,1,3,177,131,370000.0,2,1,3,9.0,4
71794,0,1,2,1,9,3,14,3,2,1,177,131,140000.0,2,0,2,3.0,12
71798,0,1,2,2,13,8,14,5,2,1,137,108,452000.0,0,6,5,7.0,11
71802,0,1,2,1,15,7,11,5,1,3,171,131,60000.0,2,0,4,7.0,12
71808,2,1,0,2,12,4,3,2,1,3,175,44,27055.0,0,6,5,4.0,2
71812,0,2,0,1,11,8,15,1,0,1,8,7,154000.0,2,0,4,9.0,9
71816,0,1,2,0,4,3,4,5,1,3,131,103,168000.0,1,0,2,3.0,10
71819,0,1,0,1,15,15,15,5,0,1,23,19,21000.0,1,0,3,15.0,4
71820,0,2,0,1,15,2,32,0,2,1,30,24,77800.0,1,1,4,3.0,3
71826,0,2,2,1,13,11,15,7,1,3,55,41,75000.0,0,6,5,13.0,4
71832,0,1,2,2,10,4,14,3,0,1,72,57,5000000.0,2,1,4,4.0,4
71834,0,3,2,2,20,15,11,1,1,3,175,44,85000.0,1,2,0,22.0,4
71836,0,1,1,1,8,1,11,1,0,1,45,35,456000.0,2,0,2,1.0,4
71845,0,1,2,1,4,3,15,1,2,1,72,57,1200000.0,1,1,3,3.0,10
71852,0,1,2,6,5,4,15,0,2,1,131,103,264000.0,1,0,3,4.0,9
71853,0,2,1,6,20,20,15,4,0,1,150,41,50000.0,1,0,2,20.0,1
71856,0,1,0,2,8,5,9,3,2,1,72,57,778000.0,2,4,4,5.0,4
71858,0,2,0,2,20,14,15,6,0,1,72,57,3000000.0,1,4,1,15.0,4
71868,0,1,0,1,7,5,11,3,2,1,149,41,38000.0,2,0,4,5.0,4
71869,0,0,0,1,2,1,14,7,1,3,28,131,12000.0,2,0,2,2.0,5
71874,0,2,1,1,25,17,11,3,1,3,7,3,1800000.0,1,1,4,17.0,4
71875,0,1,0,5,3,2,14,3,1,3,79,41,28000.0,0,6,5,2.0,4
71877,0,2,0,1,25,17,15,5,1,3,136,106,204000.0,0,6,5,17.0,4
71884,0,1,0,1,11,9,15,7,2,1,124,102,7700000.0,2,4,4,8.0,4
71886,0,1,2,1,14,10,15,5,0,1,136,41,60000.0,0,6,5,10.0,4
71887,0,0,0,5,10,4,15,1,2,1,59,41,35000.0,0,6,5,4.0,4
71890,0,1,0,1,14,8,15,5,1,3,56,41,26000.0,1,3,2,8.0,4
71892,0,7,1,3,26,26,24,9,1,3,131,10,2688.0,1,1,2,50.0,12
71898,0,2,2,2,15,13,1,5,2,1,159,112,2000000.0,0,6,5,13.0,1
71901,0,1,0,2,14,9,21,0,0,1,56,41,64000.0,2,4,2,10.0,4
71902,0,1,2,6,16,10,15,4,0,1,8,7,155000.0,2,0,4,10.0,2
71903,0,1,0,1,8,5,7,7,2,1,16,41,53228.0,1,1,2,8.0,10
71909,0,2,0,1,18,12,8,5,0,1,160,26,117000.0,2,0,4,15.0,4
71911,0,4,2,1,26,26,24,2,0,1,175,44,135000.0,2,0,2,26.0,2
71918,0,2,2,2,25,15,14,2,2,1,131,41,100000.0,2,0,4,25.0,7
71921,0,0,2,6,5,3,15,3,2,1,89,41,32160.0,1,2,0,3.0,4
71922,0,4,1,1,40,36,24,3,2,1,45,35,700000.0,0,6,5,36.0,9
71924,0,2,1,1,4,3,14,4,0,1,160,26,75000.0,2,0,2,3.0,9
71926,0,4,2,2,20,20,11,5,2,1,137,108,3500000.0,0,6,5,20.0,4
71928,0,1,0,1,17,15,15,7,2,1,59,41,60000.0,0,6,5,15.0,10
71932,0,1,2,1,6,4,11,2,1,3,154,41,28000.0,0,6,5,4.0,12
71935,0,2,2,2,25,13,11,3,2,1,59,41,82000.0,0,6,5,12.0,9
71940,0,1,1,2,10,7,27,5,1,3,70,53,14610000.0,0,6,5,6.0,4
71941,0,1,2,1,11,9,15,5,2,1,170,125,290000.0,1,0,4,9.0,4
71944,0,1,1,0,7,3,11,4,0,1,96,41,46000.0,2,4,4,3.0,4
71948,0,0,1,2,5,1,13,3,1,3,174,0,60000.0,0,6,5,1.0,4
71949,0,2,0,4,20,13,4,5,2,1,56,41,80000.0,2,4,3,13.0,9
71958,0,1,2,1,16,6,11,5,2,1,8,7,190000.0,2,4,3,7.0,2
71959,0,2,1,2,39,23,12,2,1,3,56,41,43600.0,0,6,5,40.0,4
71960,0,2,2,1,19,15,12,2,0,1,72,57,7000000.0,1,4,1,15.0,7
71963,0,1,0,2,20,13,21,5,0,1,59,41,126000.0,0,6,5,13.0,4
71964,0,1,0,2,9,9,15,0,1,3,175,44,130000.0,1,1,3,8.0,4
71969,0,2,0,4,13,11,0,3,2,1,59,41,77150.0,2,0,3,15.0,9
71970,0,1,0,1,13,10,7,3,1,3,8,7,200000.0,0,6,5,10.0,12
71976,0,0,2,3,13,8,15,4,0,1,177,131,350000.0,2,1,3,8.0,1
71977,0,2,2,2,25,18,7,0,1,3,59,41,82000.0,0,6,5,19.0,4
71981,0,1,0,2,16,11,15,3,0,1,59,41,100000.0,2,4,2,11.0,4
71982,0,0,2,0,11,8,21,6,0,1,23,19,200000.0,2,4,4,8.0,4
71989,0,2,2,6,22,7,11,1,1,3,25,13,135507.0,2,0,3,7.0,1
71990,0,2,0,0,4,4,2,3,2,1,132,41,55000.0,2,0,4,15.0,7
71994,0,0,0,6,5,2,27,3,1,3,159,112,312313.0,1,0,4,2.0,12
71995,0,1,2,5,25,12,30,5,0,1,81,64,10400000.0,2,4,3,15.0,4
71997,0,0,1,1,4,2,11,4,1,3,74,131,40000.0,1,0,2,3.0,4
71999,0,1,0,1,13,7,15,7,1,3,175,44,75000.0,0,6,5,9.0,4
72000,0,0,0,1,3,2,15,5,1,3,72,57,1125000.0,2,0,2,2.0,4
72003,0,2,2,1,10,8,15,4,2,1,175,44,45000.0,0,6,5,10.0,4
72005,0,0,0,1,4,0,15,6,1,3,136,106,61000.0,2,4,4,1.0,5
72014,0,2,2,1,16,12,15,4,0,1,72,57,1800000.0,1,2,0,12.0,4
72017,0,1,1,1,5,4,11,3,2,2,181,135,260000000.0,2,1,2,4.0,12
72022,0,1,0,6,15,11,15,5,0,1,159,112,720000.0,1,1,3,11.0,12
72026,2,2,2,1,24,20,24,2,1,3,154,41,260000.0,0,6,5,21.0,4
